Stimuli,Dosage ,Time point,Cell line,Experiment Type,lncRNA name as in article,NCBI_Gene_symbol,Ensembl_id,Foldchange,Expression,PubMed_ID,Reference
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000232527,LINC02802,ENSG00000232527,0.284999882,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000232931,LINC00342,ENSG00000232931,2.550808452,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000232956,SNHG15,ENSG00000232956,0.389425614,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000233016,SNHG7,ENSG00000233016,0.239533535,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000233429,HOTAIRM1,ENSG00000233429,0.341567417,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000233695,GAS6-AS1,ENSG00000233695,2.729253711,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000234741,GAS5,ENSG00000234741,0.3409062,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000234840,LINC01239,ENSG00000234840,2.751734908,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000235288,,ENSG00000235288,40.35594113,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000235298,,ENSG00000235298,9.296912155,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000236740,,ENSG00000236740,0.474923051,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000237149,ZNF503-AS2,ENSG00000237149,0.469285683,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000237943,PRKCQ-AS1,ENSG00000237943,0.387822358,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000238045,,ENSG00000238045,2.581455178,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000238266,LINC00707,ENSG00000238266,0.371636337,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000238287,,ENSG00000238287,3.462523409,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000239467,,ENSG00000239467,0.466016941,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000240040,,ENSG00000240040,0.354683274,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000241326,,ENSG00000241326,19.33336665,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000241728,,ENSG00000241728,3.458395454,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000242516,LINC00960,ENSG00000242516,0.387702784,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000243486,,ENSG00000243486,0.343926137,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000245904,BTG1-DT,ENSG00000245904,5.466558001,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000245910,SNHG6,ENSG00000245910,0.182860695,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000246090,LOC100507053,ENSG00000246090,2.020101437,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000247271,ZBED5-AS1,ENSG00000247271,0.472645299,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000248429,GASK1B-AS1,ENSG00000248429,2.238819417,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000249786,EAF1-AS1,ENSG00000249786,2.534901298,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000251562,MALAT1,ENSG00000251562,5.054921373,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000253174,,ENSG00000253174,0.307443852,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000253258,,ENSG00000253258,2.049896101,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000253417,LINC02159,ENSG00000253417,2.508910141,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000253445,,ENSG00000253445,8.995240952,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000253522,MIR3142HG,ENSG00000253522,2.688914265,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000253716,MINCR,ENSG00000253716,2.065924974,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000254461,,ENSG00000254461,3.475816149,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000254501,,ENSG00000254501,0.204261801,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000254531,FLJ20021 ,ENSG00000254531,0.323149951,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000254873,,ENSG00000254873,0.090683243,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000255031,,ENSG00000255031,0.450758758,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000255198,SNHG9,ENSG00000255198,0.310976681,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000255337,TMEM123-DT,ENSG00000255337,3.499359315,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000255495,,ENSG00000255495,2.018275296,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000255737,AGAP2-AS1,ENSG00000255737,0.265057084,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000255857,PXN-AS1,ENSG00000255857,3.587594347,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000256615,,ENSG00000256615,2.203991791,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000256628,ZBTB11-AS1,ENSG00000256628,0.456372444,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000256940,PPP1R14B-AS1,ENSG00000256940,0.219163058,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000256969,,ENSG00000256969,3.129892588,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257000,,ENSG00000257000,7.27544224,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257084,MIR200CHG,ENSG00000257084,2.63604682,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257167,TMPO-AS1,ENSG00000257167,0.455059873,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257264,,ENSG00000257264,0.429778479,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257379,,ENSG00000257379,25.36241177,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257453,PHLDA1-AS1,ENSG00000257453,0.030050767,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257527,,ENSG00000257527,0.279379479,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257622,,ENSG00000257622,24.47582187,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257647,,ENSG00000257647,3.608610605,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257681,,ENSG00000257681,0.471088246,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000257925,,ENSG00000257925,0.340829364,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258232,,ENSG00000258232,0.001319661,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258377,,ENSG00000258377,21.34653513,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258504,,ENSG00000258504,3.501046956,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258749,,ENSG00000258749,0.050602883,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258920,FOXN3-AS1,ENSG00000258920,0.297908758,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258955,LINC00519,ENSG00000258955,2.906870561,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000258976,,ENSG00000258976,3.904569002,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000259230,LINC02323,ENSG00000259230,0.392648504,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000259342,,ENSG00000259342,2.763123188,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000259607,,ENSG00000259607,0.321759103,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000259623,,ENSG00000259623,0.134919819,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000259865,,ENSG00000259865,0.130940711,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000259985,,ENSG00000259985,0.348509123,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260025,CRIM1-DT,ENSG00000260025,0.461213227,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260228,,ENSG00000260228,0.440855099,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260257,,ENSG00000260257,0.224165964,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260260,SNHG19,ENSG00000260260,0.163286928,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260265,LINC02562,ENSG00000260265,0.298091194,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260267,,ENSG00000260267,0.420886158,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260274,,ENSG00000260274,0.371145929,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260279,,ENSG00000260279,4.601546195,Upregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260772,,ENSG00000260772,0.085884116,Downregulation,32646047,Supplementary table 7
Severe acute respiratory syndrome coronavirus 2 (USA-WA1/2020 strain of SARS-CoV-2),MOI = 2 , 24 hrs,Primary Human Bronchial epithelial (NHBE) cells,RNA-Seq,ENSG00000260884,,ENSG00000260884,2.125544805,Upregulation,32646047,Supplementary table 7
